,flight_id,flight_no,scheduled_departure,scheduled_arrival,departure_airport,arrival_airport,status,aircraft_code,actual_departure,actual_arrival
3091,3067,PG0382,2017-08-12 15:20:00+03,2017-08-12 15:50:00+03,DME,BZK,Arrived,SU9,2017-08-12 15:21:00+03,2017-08-12 15:51:00+03
3092,3068,PG0383,2017-08-08 14:50:00+03,2017-08-08 15:20:00+03,DME,BZK,Arrived,SU9,2017-08-08 14:51:00+03,2017-08-08 15:21:00+03
3093,3069,PG0118,2017-09-04 19:55:00+03,2017-09-04 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3094,3070,PG0118,2017-08-08 19:55:00+03,2017-08-08 20:40:00+03,DME,EGO,Arrived,SU9,2017-08-08 19:58:00+03,2017-08-08 20:43:00+03
3095,3071,PG0118,2017-09-01 19:55:00+03,2017-09-01 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3096,3072,PG0118,2017-07-30 19:55:00+03,2017-07-30 20:40:00+03,DME,EGO,Arrived,SU9,2017-07-30 19:57:00+03,2017-07-30 20:42:00+03
3097,3073,PG0118,2017-08-17 19:55:00+03,2017-08-17 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3098,3074,PG0118,2017-08-25 19:55:00+03,2017-08-25 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3099,3075,PG0118,2017-07-18 19:55:00+03,2017-07-18 20:40:00+03,DME,EGO,Arrived,SU9,2017-07-18 19:57:00+03,2017-07-18 20:42:00+03
3100,3076,PG0118,2017-07-31 19:55:00+03,2017-07-31 20:40:00+03,DME,EGO,Arrived,SU9,2017-07-31 19:59:00+03,2017-07-31 20:44:00+03
3101,3077,PG0118,2017-09-13 19:55:00+03,2017-09-13 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3102,3078,PG0118,2017-07-29 19:55:00+03,2017-07-29 20:40:00+03,DME,EGO,Arrived,SU9,2017-07-29 19:56:00+03,2017-07-29 20:41:00+03
3103,3079,PG0118,2017-07-23 19:55:00+03,2017-07-23 20:40:00+03,DME,EGO,Arrived,SU9,2017-07-23 19:59:00+03,2017-07-23 20:44:00+03
3104,3080,PG0118,2017-07-22 19:55:00+03,2017-07-22 20:40:00+03,DME,EGO,Arrived,SU9,2017-07-22 19:56:00+03,2017-07-22 20:41:00+03
3105,3081,PG0118,2017-08-31 19:55:00+03,2017-08-31 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3106,3082,PG0118,2017-08-04 19:55:00+03,2017-08-04 20:40:00+03,DME,EGO,Arrived,SU9,2017-08-04 23:28:00+03,2017-08-05 00:13:00+03
3107,3083,PG0118,2017-09-08 19:55:00+03,2017-09-08 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3108,3084,PG0118,2017-09-12 19:55:00+03,2017-09-12 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3109,3085,PG0118,2017-07-27 19:55:00+03,2017-07-27 20:40:00+03,DME,EGO,Arrived,SU9,2017-07-27 20:00:00+03,2017-07-27 20:44:00+03
3110,3086,PG0118,2017-07-17 19:55:00+03,2017-07-17 20:40:00+03,DME,EGO,Arrived,SU9,2017-07-17 19:55:00+03,2017-07-17 20:40:00+03
3111,3087,PG0118,2017-08-01 19:55:00+03,2017-08-01 20:40:00+03,DME,EGO,Arrived,SU9,2017-08-01 23:22:00+03,2017-08-02 00:06:00+03
3112,3088,PG0118,2017-07-24 19:55:00+03,2017-07-24 20:40:00+03,DME,EGO,Arrived,SU9,2017-07-24 19:58:00+03,2017-07-24 20:43:00+03
3113,3089,PG0118,2017-08-29 19:55:00+03,2017-08-29 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3114,3090,PG0118,2017-08-05 19:55:00+03,2017-08-05 20:40:00+03,DME,EGO,Arrived,SU9,2017-08-05 20:00:00+03,2017-08-05 20:45:00+03
3115,3091,PG0118,2017-07-20 19:55:00+03,2017-07-20 20:40:00+03,DME,EGO,Arrived,SU9,2017-07-20 19:59:00+03,2017-07-20 20:44:00+03
3116,3092,PG0118,2017-09-03 19:55:00+03,2017-09-03 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3117,3093,PG0118,2017-09-10 19:55:00+03,2017-09-10 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3118,3094,PG0118,2017-07-26 19:55:00+03,2017-07-26 20:40:00+03,DME,EGO,Arrived,SU9,2017-07-26 19:59:00+03,2017-07-26 20:44:00+03
3119,3095,PG0118,2017-08-24 19:55:00+03,2017-08-24 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3120,3096,PG0118,2017-09-11 19:55:00+03,2017-09-11 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3121,3097,PG0118,2017-08-27 19:55:00+03,2017-08-27 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3122,3098,PG0118,2017-08-14 19:55:00+03,2017-08-14 20:40:00+03,DME,EGO,Arrived,SU9,2017-08-14 20:00:00+03,2017-08-14 20:45:00+03
3123,3099,PG0118,2017-08-26 19:55:00+03,2017-08-26 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3124,3100,PG0118,2017-08-30 19:55:00+03,2017-08-30 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3125,3101,PG0118,2017-09-07 19:55:00+03,2017-09-07 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3126,3102,PG0118,2017-08-16 19:55:00+03,2017-08-16 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3127,3103,PG0118,2017-09-02 19:55:00+03,2017-09-02 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3128,3104,PG0118,2017-09-09 19:55:00+03,2017-09-09 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3129,3105,PG0118,2017-08-13 19:55:00+03,2017-08-13 20:40:00+03,DME,EGO,Arrived,SU9,2017-08-13 19:59:00+03,2017-08-13 20:44:00+03
3130,3106,PG0118,2017-09-14 19:55:00+03,2017-09-14 20:40:00+03,DME,EGO,Cancelled,SU9,\N,\N
3131,3107,PG0118,2017-08-07 19:55:00+03,2017-08-07 20:40:00+03,DME,EGO,Arrived,SU9,2017-08-07 23:26:00+03,2017-08-08 00:11:00+03
3132,3108,PG0118,2017-07-16 19:55:00+03,2017-07-16 20:40:00+03,DME,EGO,Arrived,SU9,2017-07-16 19:58:00+03,2017-07-16 20:43:00+03
3133,3109,PG0118,2017-08-10 19:55:00+03,2017-08-10 20:40:00+03,DME,EGO,Arrived,SU9,2017-08-10 19:57:00+03,2017-08-10 20:42:00+03
3134,3110,PG0118,2017-08-28 19:55:00+03,2017-08-28 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3135,3111,PG0118,2017-08-02 19:55:00+03,2017-08-02 20:40:00+03,DME,EGO,Arrived,SU9,2017-08-02 23:14:00+03,2017-08-02 23:59:00+03
3136,3112,PG0118,2017-08-11 19:55:00+03,2017-08-11 20:40:00+03,DME,EGO,Arrived,SU9,2017-08-11 19:58:00+03,2017-08-11 20:44:00+03
3137,3113,PG0118,2017-08-19 19:55:00+03,2017-08-19 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3138,3114,PG0118,2017-09-06 19:55:00+03,2017-09-06 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3139,3115,PG0118,2017-07-25 19:55:00+03,2017-07-25 20:40:00+03,DME,EGO,Arrived,SU9,2017-07-25 19:59:00+03,2017-07-25 20:44:00+03
3140,3116,PG0118,2017-08-20 19:55:00+03,2017-08-20 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3141,3117,PG0118,2017-08-09 19:55:00+03,2017-08-09 20:40:00+03,DME,EGO,Arrived,SU9,2017-08-09 19:56:00+03,2017-08-09 20:40:00+03
3142,3118,PG0118,2017-09-05 19:55:00+03,2017-09-05 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3143,3119,PG0118,2017-08-06 19:55:00+03,2017-08-06 20:40:00+03,DME,EGO,Arrived,SU9,2017-08-06 19:58:00+03,2017-08-06 20:44:00+03
3144,3120,PG0118,2017-08-18 19:55:00+03,2017-08-18 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3145,3121,PG0118,2017-08-12 19:55:00+03,2017-08-12 20:40:00+03,DME,EGO,Arrived,SU9,2017-08-12 19:57:00+03,2017-08-12 20:42:00+03
3146,3122,PG0118,2017-08-15 19:55:00+03,2017-08-15 20:40:00+03,DME,EGO,On Time,SU9,\N,\N
3147,3123,PG0118,2017-08-22 19:55:00+03,2017-08-22 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3148,3124,PG0118,2017-08-03 19:55:00+03,2017-08-03 20:40:00+03,DME,EGO,Arrived,SU9,2017-08-03 19:57:00+03,2017-08-03 20:43:00+03
3149,3125,PG0118,2017-07-21 19:55:00+03,2017-07-21 20:40:00+03,DME,EGO,Arrived,SU9,2017-07-21 22:50:00+03,2017-07-21 23:35:00+03
3150,3126,PG0118,2017-07-28 19:55:00+03,2017-07-28 20:40:00+03,DME,EGO,Arrived,SU9,2017-07-28 22:42:00+03,2017-07-28 23:27:00+03
3151,3127,PG0118,2017-08-21 19:55:00+03,2017-08-21 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3152,3128,PG0118,2017-08-23 19:55:00+03,2017-08-23 20:40:00+03,DME,EGO,Scheduled,SU9,\N,\N
3153,3129,PG0118,2017-07-19 19:55:00+03,2017-07-19 20:40:00+03,DME,EGO,Arrived,SU9,2017-07-19 19:57:00+03,2017-07-19 20:42:00+03
3154,3130,PG0337,2017-08-11 12:45:00+03,2017-08-11 14:10:00+03,DME,ARH,Arrived,CR2,2017-08-11 12:48:00+03,2017-08-11 14:15:00+03
3155,3131,PG0337,2017-08-04 12:45:00+03,2017-08-04 14:10:00+03,DME,ARH,Arrived,CR2,2017-08-04 12:49:00+03,2017-08-04 14:15:00+03
3156,3132,PG0337,2017-08-15 12:45:00+03,2017-08-15 14:10:00+03,DME,ARH,Arrived,CR2,2017-08-15 12:49:00+03,2017-08-15 14:14:00+03
3157,3133,PG0337,2017-07-29 12:45:00+03,2017-07-29 14:10:00+03,DME,ARH,Arrived,CR2,2017-07-29 12:47:00+03,2017-07-29 14:10:00+03
3158,3134,PG0337,2017-07-27 12:45:00+03,2017-07-27 14:10:00+03,DME,ARH,Arrived,CR2,2017-07-27 12:47:00+03,2017-07-27 14:12:00+03
3159,3135,PG0337,2017-09-12 12:45:00+03,2017-09-12 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3160,3136,PG0337,2017-08-10 12:45:00+03,2017-08-10 14:10:00+03,DME,ARH,Arrived,CR2,2017-08-10 12:47:00+03,2017-08-10 14:12:00+03
3161,3137,PG0337,2017-07-19 12:45:00+03,2017-07-19 14:10:00+03,DME,ARH,Arrived,CR2,2017-07-19 12:50:00+03,2017-07-19 14:13:00+03
3162,3138,PG0337,2017-08-18 12:45:00+03,2017-08-18 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3163,3139,PG0337,2017-08-25 12:45:00+03,2017-08-25 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3164,3140,PG0337,2017-08-16 12:45:00+03,2017-08-16 14:10:00+03,DME,ARH,On Time,CR2,\N,\N
3165,3141,PG0337,2017-09-04 12:45:00+03,2017-09-04 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3166,3142,PG0337,2017-08-28 12:45:00+03,2017-08-28 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3167,3143,PG0337,2017-08-06 12:45:00+03,2017-08-06 14:10:00+03,DME,ARH,Arrived,CR2,2017-08-06 12:51:00+03,2017-08-06 14:17:00+03
3168,3144,PG0337,2017-07-22 12:45:00+03,2017-07-22 14:10:00+03,DME,ARH,Arrived,CR2,2017-07-22 12:49:00+03,2017-07-22 14:14:00+03
3169,3145,PG0337,2017-08-08 12:45:00+03,2017-08-08 14:10:00+03,DME,ARH,Arrived,CR2,2017-08-08 12:46:00+03,2017-08-08 14:11:00+03
3170,3146,PG0337,2017-07-31 12:45:00+03,2017-07-31 14:10:00+03,DME,ARH,Arrived,CR2,2017-07-31 12:48:00+03,2017-07-31 14:13:00+03
3171,3147,PG0337,2017-08-21 12:45:00+03,2017-08-21 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3172,3148,PG0337,2017-07-30 12:45:00+03,2017-07-30 14:10:00+03,DME,ARH,Arrived,CR2,2017-07-30 12:47:00+03,2017-07-30 14:12:00+03
3173,3149,PG0337,2017-08-09 12:45:00+03,2017-08-09 14:10:00+03,DME,ARH,Arrived,CR2,2017-08-09 12:49:00+03,2017-08-09 14:15:00+03
3174,3150,PG0337,2017-09-09 12:45:00+03,2017-09-09 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3175,3151,PG0337,2017-09-03 12:45:00+03,2017-09-03 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3176,3152,PG0337,2017-09-08 12:45:00+03,2017-09-08 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3177,3153,PG0337,2017-07-21 12:45:00+03,2017-07-21 14:10:00+03,DME,ARH,Arrived,CR2,2017-07-21 12:47:00+03,2017-07-21 14:11:00+03
3178,3154,PG0337,2017-08-22 12:45:00+03,2017-08-22 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3179,3155,PG0337,2017-09-07 12:45:00+03,2017-09-07 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3180,3156,PG0337,2017-09-06 12:45:00+03,2017-09-06 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3181,3157,PG0337,2017-08-24 12:45:00+03,2017-08-24 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3182,3158,PG0337,2017-08-23 12:45:00+03,2017-08-23 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3183,3159,PG0337,2017-08-31 12:45:00+03,2017-08-31 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3184,3160,PG0337,2017-08-30 12:45:00+03,2017-08-30 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3185,3161,PG0337,2017-09-01 12:45:00+03,2017-09-01 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3186,3162,PG0337,2017-08-02 12:45:00+03,2017-08-02 14:10:00+03,DME,ARH,Arrived,CR2,2017-08-02 12:48:00+03,2017-08-02 14:12:00+03
3187,3163,PG0337,2017-09-10 12:45:00+03,2017-09-10 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3188,3164,PG0337,2017-08-19 12:45:00+03,2017-08-19 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3189,3165,PG0337,2017-07-17 12:45:00+03,2017-07-17 14:10:00+03,DME,ARH,Arrived,CR2,2017-07-17 12:48:00+03,2017-07-17 14:13:00+03
3190,3166,PG0337,2017-08-29 12:45:00+03,2017-08-29 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3191,3167,PG0337,2017-08-13 12:45:00+03,2017-08-13 14:10:00+03,DME,ARH,Arrived,CR2,2017-08-13 12:49:00+03,2017-08-13 14:14:00+03
3192,3168,PG0337,2017-09-14 12:45:00+03,2017-09-14 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3193,3169,PG0337,2017-08-27 12:45:00+03,2017-08-27 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3194,3170,PG0337,2017-09-05 12:45:00+03,2017-09-05 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3195,3171,PG0337,2017-09-02 12:45:00+03,2017-09-02 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3196,3172,PG0337,2017-09-11 12:45:00+03,2017-09-11 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3197,3173,PG0337,2017-08-26 12:45:00+03,2017-08-26 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3198,3174,PG0337,2017-08-12 12:45:00+03,2017-08-12 14:10:00+03,DME,ARH,Arrived,CR2,2017-08-12 12:48:00+03,2017-08-12 14:13:00+03
3199,3175,PG0337,2017-08-14 12:45:00+03,2017-08-14 14:10:00+03,DME,ARH,Arrived,CR2,2017-08-14 12:47:00+03,2017-08-14 14:11:00+03
3200,3176,PG0337,2017-08-01 12:45:00+03,2017-08-01 14:10:00+03,DME,ARH,Arrived,CR2,2017-08-01 12:48:00+03,2017-08-01 14:13:00+03
3201,3177,PG0337,2017-07-25 12:45:00+03,2017-07-25 14:10:00+03,DME,ARH,Arrived,CR2,2017-07-25 12:48:00+03,2017-07-25 14:12:00+03
3202,3178,PG0337,2017-07-20 12:45:00+03,2017-07-20 14:10:00+03,DME,ARH,Arrived,CR2,2017-07-20 12:47:00+03,2017-07-20 14:12:00+03
3203,3179,PG0337,2017-08-17 12:45:00+03,2017-08-17 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3204,3180,PG0337,2017-07-16 12:45:00+03,2017-07-16 14:10:00+03,DME,ARH,Arrived,CR2,2017-07-16 12:50:00+03,2017-07-16 14:14:00+03
3205,3181,PG0337,2017-09-13 12:45:00+03,2017-09-13 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3206,3182,PG0337,2017-07-26 12:45:00+03,2017-07-26 14:10:00+03,DME,ARH,Arrived,CR2,2017-07-26 12:50:00+03,2017-07-26 14:15:00+03
3207,3183,PG0337,2017-07-23 12:45:00+03,2017-07-23 14:10:00+03,DME,ARH,Arrived,CR2,2017-07-23 12:50:00+03,2017-07-23 14:15:00+03
3208,3184,PG0337,2017-08-03 12:45:00+03,2017-08-03 14:10:00+03,DME,ARH,Arrived,CR2,2017-08-03 16:10:00+03,2017-08-03 17:34:00+03
3209,3185,PG0337,2017-08-20 12:45:00+03,2017-08-20 14:10:00+03,DME,ARH,Scheduled,CR2,\N,\N
3210,3186,PG0337,2017-07-24 12:45:00+03,2017-07-24 14:10:00+03,DME,ARH,Arrived,CR2,2017-07-24 12:50:00+03,2017-07-24 14:16:00+03
3211,3187,PG0337,2017-08-05 12:45:00+03,2017-08-05 14:10:00+03,DME,ARH,Arrived,CR2,2017-08-05 12:47:00+03,2017-08-05 14:12:00+03
3212,3188,PG0337,2017-08-07 12:45:00+03,2017-08-07 14:10:00+03,DME,ARH,Arrived,CR2,2017-08-07 12:49:00+03,2017-08-07 14:14:00+03
3213,3189,PG0337,2017-07-28 12:45:00+03,2017-07-28 14:10:00+03,DME,ARH,Arrived,CR2,2017-07-28 12:47:00+03,2017-07-28 14:11:00+03
3214,3190,PG0337,2017-07-18 12:45:00+03,2017-07-18 14:10:00+03,DME,ARH,Arrived,CR2,2017-07-18 12:47:00+03,2017-07-18 14:11:00+03
3215,3191,PG0370,2017-08-03 11:50:00+03,2017-08-03 14:15:00+03,DME,KRO,Arrived,CR2,2017-08-03 11:54:00+03,2017-08-03 14:18:00+03
3216,3192,PG0370,2017-09-12 11:50:00+03,2017-09-12 14:15:00+03,DME,KRO,Scheduled,CR2,\N,\N
3217,3193,PG0370,2017-07-20 11:50:00+03,2017-07-20 14:15:00+03,DME,KRO,Arrived,CR2,2017-07-20 11:53:00+03,2017-07-20 14:17:00+03
3218,3194,PG0370,2017-07-16 11:50:00+03,2017-07-16 14:15:00+03,DME,KRO,Arrived,CR2,2017-07-16 11:52:00+03,2017-07-16 14:16:00+03
3219,3195,PG0370,2017-07-25 11:50:00+03,2017-07-25 14:15:00+03,DME,KRO,Arrived,CR2,2017-07-25 11:51:00+03,2017-07-25 14:17:00+03
3220,3196,PG0370,2017-08-13 11:50:00+03,2017-08-13 14:15:00+03,DME,KRO,Arrived,CR2,2017-08-13 11:50:00+03,2017-08-13 14:16:00+03
3221,3197,PG0370,2017-09-07 11:50:00+03,2017-09-07 14:15:00+03,DME,KRO,Scheduled,CR2,\N,\N
3222,3198,PG0370,2017-07-23 11:50:00+03,2017-07-23 14:15:00+03,DME,KRO,Arrived,CR2,2017-07-23 11:53:00+03,2017-07-23 14:18:00+03
3223,3199,PG0370,2017-08-08 11:50:00+03,2017-08-08 14:15:00+03,DME,KRO,Arrived,CR2,2017-08-08 11:52:00+03,2017-08-08 14:16:00+03
3224,3200,PG0370,2017-09-10 11:50:00+03,2017-09-10 14:15:00+03,DME,KRO,Scheduled,CR2,\N,\N
3225,3201,PG0370,2017-08-17 11:50:00+03,2017-08-17 14:15:00+03,DME,KRO,Scheduled,CR2,\N,\N
3226,3202,PG0370,2017-08-22 11:50:00+03,2017-08-22 14:15:00+03,DME,KRO,Scheduled,CR2,\N,\N
3227,3203,PG0370,2017-08-24 11:50:00+03,2017-08-24 14:15:00+03,DME,KRO,Scheduled,CR2,\N,\N
3228,3204,PG0370,2017-09-03 11:50:00+03,2017-09-03 14:15:00+03,DME,KRO,Scheduled,CR2,\N,\N
3229,3205,PG0370,2017-08-27 11:50:00+03,2017-08-27 14:15:00+03,DME,KRO,Scheduled,CR2,\N,\N
3230,3206,PG0370,2017-08-20 11:50:00+03,2017-08-20 14:15:00+03,DME,KRO,Scheduled,CR2,\N,\N
3231,3207,PG0370,2017-09-14 11:50:00+03,2017-09-14 14:15:00+03,DME,KRO,Cancelled,CR2,\N,\N
3232,3208,PG0370,2017-07-27 11:50:00+03,2017-07-27 14:15:00+03,DME,KRO,Arrived,CR2,2017-07-27 11:55:00+03,2017-07-27 14:18:00+03
3233,3209,PG0370,2017-08-15 11:50:00+03,2017-08-15 14:15:00+03,DME,KRO,Arrived,CR2,2017-08-15 11:52:00+03,2017-08-15 14:15:00+03
3234,3210,PG0370,2017-08-10 11:50:00+03,2017-08-10 14:15:00+03,DME,KRO,Arrived,CR2,2017-08-10 11:52:00+03,2017-08-10 14:18:00+03
3235,3211,PG0370,2017-08-29 11:50:00+03,2017-08-29 14:15:00+03,DME,KRO,Scheduled,CR2,\N,\N
3236,3212,PG0370,2017-09-05 11:50:00+03,2017-09-05 14:15:00+03,DME,KRO,Scheduled,CR2,\N,\N
3237,3213,PG0370,2017-07-18 11:50:00+03,2017-07-18 14:15:00+03,DME,KRO,Arrived,CR2,2017-07-18 11:53:00+03,2017-07-18 14:22:00+03
3238,3214,PG0370,2017-08-31 11:50:00+03,2017-08-31 14:15:00+03,DME,KRO,Scheduled,CR2,\N,\N
3239,3215,PG0370,2017-08-01 11:50:00+03,2017-08-01 14:15:00+03,DME,KRO,Arrived,CR2,2017-08-01 11:50:00+03,2017-08-01 14:14:00+03
3240,3216,PG0370,2017-08-06 11:50:00+03,2017-08-06 14:15:00+03,DME,KRO,Arrived,CR2,2017-08-06 11:52:00+03,2017-08-06 14:15:00+03
3241,3217,PG0370,2017-07-30 11:50:00+03,2017-07-30 14:15:00+03,DME,KRO,Arrived,CR2,2017-07-30 11:50:00+03,2017-07-30 14:14:00+03
3242,3218,PG0229,2017-09-04 11:50:00+03,2017-09-04 12:40:00+03,VKO,LED,Scheduled,321,\N,\N
3243,3219,PG0227,2017-09-01 09:45:00+03,2017-09-01 10:35:00+03,VKO,LED,Scheduled,321,\N,\N
3244,3220,PG0228,2017-09-01 11:25:00+03,2017-09-01 12:15:00+03,VKO,LED,Scheduled,321,\N,\N
3245,3221,PG0229,2017-09-01 11:50:00+03,2017-09-01 12:40:00+03,VKO,LED,Scheduled,321,\N,\N
3246,3222,PG0229,2017-09-14 11:50:00+03,2017-09-14 12:40:00+03,VKO,LED,Cancelled,321,\N,\N
3247,3223,PG0229,2017-08-11 11:50:00+03,2017-08-11 12:40:00+03,VKO,LED,Arrived,321,2017-08-11 11:51:00+03,2017-08-11 12:41:00+03
3248,3224,PG0228,2017-08-11 11:25:00+03,2017-08-11 12:15:00+03,VKO,LED,Arrived,321,2017-08-11 11:28:00+03,2017-08-11 12:19:00+03
3249,3225,PG0227,2017-08-11 09:45:00+03,2017-08-11 10:35:00+03,VKO,LED,Arrived,321,2017-08-11 09:48:00+03,2017-08-11 10:38:00+03
3250,3226,PG0227,2017-08-14 09:45:00+03,2017-08-14 10:35:00+03,VKO,LED,Arrived,321,2017-08-14 09:50:00+03,2017-08-14 10:39:00+03
3251,3227,PG0228,2017-08-14 11:25:00+03,2017-08-14 12:15:00+03,VKO,LED,Arrived,321,2017-08-14 11:27:00+03,2017-08-14 12:17:00+03
3252,3228,PG0229,2017-08-14 11:50:00+03,2017-08-14 12:40:00+03,VKO,LED,Arrived,321,2017-08-14 11:53:00+03,2017-08-14 12:43:00+03
3253,3229,PG0227,2017-07-17 09:45:00+03,2017-07-17 10:35:00+03,VKO,LED,Arrived,321,2017-07-17 09:48:00+03,2017-07-17 10:39:00+03
3254,3230,PG0228,2017-07-17 11:25:00+03,2017-07-17 12:15:00+03,VKO,LED,Arrived,321,2017-07-17 11:27:00+03,2017-07-17 12:16:00+03
3255,3231,PG0229,2017-07-17 11:50:00+03,2017-07-17 12:40:00+03,VKO,LED,Arrived,321,2017-07-17 11:50:00+03,2017-07-17 12:40:00+03
3256,3232,PG0227,2017-08-12 09:45:00+03,2017-08-12 10:35:00+03,VKO,LED,Arrived,321,2017-08-12 09:48:00+03,2017-08-12 10:38:00+03
3257,3233,PG0228,2017-08-12 11:25:00+03,2017-08-12 12:15:00+03,VKO,LED,Arrived,321,2017-08-12 11:28:00+03,2017-08-12 12:17:00+03
3258,3234,PG0229,2017-08-12 11:50:00+03,2017-08-12 12:40:00+03,VKO,LED,Arrived,321,2017-08-12 11:52:00+03,2017-08-12 12:42:00+03
3259,3235,PG0229,2017-08-10 11:50:00+03,2017-08-10 12:40:00+03,VKO,LED,Arrived,321,2017-08-10 11:52:00+03,2017-08-10 12:42:00+03
3260,3236,PG0228,2017-08-10 11:25:00+03,2017-08-10 12:15:00+03,VKO,LED,Arrived,321,2017-08-10 11:26:00+03,2017-08-10 12:16:00+03
3261,3237,PG0227,2017-08-10 09:45:00+03,2017-08-10 10:35:00+03,VKO,LED,Arrived,321,2017-08-10 09:48:00+03,2017-08-10 10:38:00+03
3262,3238,PG0227,2017-09-02 09:45:00+03,2017-09-02 10:35:00+03,VKO,LED,Scheduled,321,\N,\N
3263,3239,PG0228,2017-09-02 11:25:00+03,2017-09-02 12:15:00+03,VKO,LED,Scheduled,321,\N,\N
3264,3240,PG0229,2017-09-02 11:50:00+03,2017-09-02 12:40:00+03,VKO,LED,Scheduled,321,\N,\N
3265,3241,PG0228,2017-09-14 11:25:00+03,2017-09-14 12:15:00+03,VKO,LED,Scheduled,321,\N,\N
3266,3242,PG0227,2017-09-14 09:45:00+03,2017-09-14 10:35:00+03,VKO,LED,Scheduled,321,\N,\N
3267,3243,PG0229,2017-08-24 11:50:00+03,2017-08-24 12:40:00+03,VKO,LED,Scheduled,321,\N,\N
3268,3244,PG0228,2017-08-24 11:25:00+03,2017-08-24 12:15:00+03,VKO,LED,Scheduled,321,\N,\N
3269,3245,PG0227,2017-08-24 09:45:00+03,2017-08-24 10:35:00+03,VKO,LED,Scheduled,321,\N,\N
3270,3246,PG0227,2017-07-18 09:45:00+03,2017-07-18 10:35:00+03,VKO,LED,Arrived,321,2017-07-18 09:46:00+03,2017-07-18 10:36:00+03
3271,3247,PG0228,2017-07-18 11:25:00+03,2017-07-18 12:15:00+03,VKO,LED,Arrived,321,2017-07-18 11:30:00+03,2017-07-18 12:19:00+03
3272,3248,PG0229,2017-07-18 11:50:00+03,2017-07-18 12:40:00+03,VKO,LED,Arrived,321,2017-07-18 11:53:00+03,2017-07-18 12:42:00+03
3273,3249,PG0229,2017-08-09 11:50:00+03,2017-08-09 12:40:00+03,VKO,LED,Arrived,321,2017-08-09 11:50:00+03,2017-08-09 12:39:00+03
3274,3250,PG0228,2017-08-09 11:25:00+03,2017-08-09 12:15:00+03,VKO,LED,Arrived,321,2017-08-09 11:26:00+03,2017-08-09 12:16:00+03
